Emoji	Name	Group	Subgroup	Code Point	Code	Status
🦩	Flamingo	Animals & Nature	Animal Bird	1F9A9	E12.0	Fully Qualified
🦚	Peacock	Animals & Nature	Animal Bird	1F99A	E11.0	Fully Qualified
🦜	Parrot	Animals & Nature	Animal Bird	1F99C	E11.0	Fully Qualified
🪽	Wing	Animals & Nature	Animal Bird	1FABD	E15.0	Fully Qualified
🐦‍⬛	Black bird	Animals & Nature	Animal Bird	1F426 200D 2B1B	E15.0	Fully Qualified
🪿	Goose	Animals & Nature	Animal Bird	1FABF	E15.0	Fully Qualified
🐦‍🔥	Phoenix	Animals & Nature	Animal Bird	1F426 200D 1F525	E15.1	Fully Qualified
🐸	Frog	Animals & Nature	Animal Amphibian	1F438	E0.6	Fully Qualified
🐊	Crocodile	Animals & Nature	Animal Reptile	1F40A	E1.0	Fully Qualified
🐢	Turtle	Animals & Nature	Animal Reptile	1F422	E0.6	Fully Qualified
🦎	Lizard	Animals & Nature	Animal Reptile	1F98E	E3.0	Fully Qualified
🐍	Snake	Animals & Nature	Animal Reptile	1F40D	E0.6	Fully Qualified
🐲	Dragon face	Animals & Nature	Animal Reptile	1F432	E0.6	Fully Qualified
🐉	Dragon	Animals & Nature	Animal Reptile	1F409	E1.0	Fully Qualified
🦕	Sauropod	Animals & Nature	Animal Reptile	1F995	E5.0	Fully Qualified
🦖	T-Rex	Animals & Nature	Animal Reptile	1F996	E5.0	Fully Qualified
🐳	Spouting whale	Animals & Nature	Animal Marine	1F433	E0.6	Fully Qualified
🐋	Whale	Animals & Nature	Animal Marine	1F40B	E1.0	Fully Qualified
🐬	Dolphin	Animals & Nature	Animal Marine	1F42C	E0.6	Fully Qualified
🦭	Seal	Animals & Nature	Animal Marine	1F9AD	E13.0	Fully Qualified
🐟	Fish	Animals & Nature	Animal Marine	1F41F	E0.6	Fully Qualified
🐠	Tropical fish	Animals & Nature	Animal Marine	1F420	E0.6	Fully Qualified
🐡	Blowfish	Animals & Nature	Animal Marine	1F421	E0.6	Fully Qualified
🦈	Shark	Animals & Nature	Animal Marine	1F988	E3.0	Fully Qualified
🐙	Octopus	Animals & Nature	Animal Marine	1F419	E0.6	Fully Qualified
🐚	Spiral shell	Animals & Nature	Animal Marine	1F41A	E0.6	Fully Qualified
🪸	Coral	Animals & Nature	Animal Marine	1FAB8	E14.0	Fully Qualified
🪼	Jellyfish	Animals & Nature	Animal Marine	1FABC	E15.0	Fully Qualified
🐌	Snail	Animals & Nature	Animal Bug	1F40C	E0.6	Fully Qualified
🦋	Butterfly	Animals & Nature	Animal Bug	1F98B	E3.0	Fully Qualified
🐛	Bug	Animals & Nature	Animal Bug	1F41B	E0.6	Fully Qualified
🐜	Ant	Animals & Nature	Animal Bug	1F41C	E0.6	Fully Qualified
🐝	Honeybee	Animals & Nature	Animal Bug	1F41D	E0.6	Fully Qualified
🪲	Beetle	Animals & Nature	Animal Bug	1FAB2	E13.0	Fully Qualified
🐞	Lady beetle	Animals & Nature	Animal Bug	1F41E	E0.6	Fully Qualified
🦗	Cricket	Animals & Nature	Animal Bug	1F997	E5.0	Fully Qualified
🪳	Cockroach	Animals & Nature	Animal Bug	1FAB3	E13.0	Fully Qualified
🕷️	Spider	Animals & Nature	Animal Bug	1F577 FE0F	E0.7	Fully Qualified
🕷	Spider	Animals & Nature	Animal Bug	1F577	E0.7	Unqualified
🕸️	Spider web	Animals & Nature	Animal Bug	1F578 FE0F	E0.7	Fully Qualified
🕸	Spider web	Animals & Nature	Animal Bug	1F578	E0.7	Unqualified
🦂	Scorpion	Animals & Nature	Animal Bug	1F982	E1.0	Fully Qualified
🦟	Mosquito	Animals & Nature	Animal Bug	1F99F	E11.0	Fully Qualified
🪰	Fly	Animals & Nature	Animal Bug	1FAB0	E13.0	Fully Qualified
🪱	Worm	Animals & Nature	Animal Bug	1FAB1	E13.0	Fully Qualified
🦠	Microbe	Animals & Nature	Animal Bug	1F9A0	E11.0	Fully Qualified
💐	Bouquet	Animals & Nature	Plant Flower	1F490	E0.6	Fully Qualified
🌸	Cherry blossom	Animals & Nature	Plant Flower	1F338	E0.6	Fully Qualified
💮	White flower	Animals & Nature	Plant Flower	1F4AE	E0.6	Fully Qualified
🪷	Lotus	Animals & Nature	Plant Flower	1FAB7	E14.0	Fully Qualified
🏵️	Rosette	Animals & Nature	Plant Flower	1F3F5 FE0F	E0.7	Fully Qualified
🏵	Rosette	Animals & Nature	Plant Flower	1F3F5	E0.7	Unqualified
🌹	Rose	Animals & Nature	Plant Flower	1F339	E0.6	Fully Qualified
🥀	Wilted flower	Animals & Nature	Plant Flower	1F940	E3.0	Fully Qualified
🌺	Hibiscus	Animals & Nature	Plant Flower	1F33A	E0.6	Fully Qualified
🌻	Sunflower	Animals & Nature	Plant Flower	1F33B	E0.6	Fully Qualified
🌼	Blossom	Animals & Nature	Plant Flower	1F33C	E0.6	Fully Qualified
🌷	Tulip	Animals & Nature	Plant Flower	1F337	E0.6	Fully Qualified
🪻	Hyacinth	Animals & Nature	Plant Flower	1FABB	E15.0	Fully Qualified
🌱	Seedling	Animals & Nature	Plant Other	1F331	E0.6	Fully Qualified
🪴	Potted plant	Animals & Nature	Plant Other	1FAB4	E13.0	Fully Qualified
🌲	Evergreen tree	Animals & Nature	Plant Other	1F332	E1.0	Fully Qualified
🌳	Deciduous tree	Animals & Nature	Plant Other	1F333	E1.0	Fully Qualified
🌴	Palm tree	Animals & Nature	Plant Other	1F334	E0.6	Fully Qualified
🌵	Cactus	Animals & Nature	Plant Other	1F335	E0.6	Fully Qualified
🌾	Sheaf of rice	Animals & Nature	Plant Other	1F33E	E0.6	Fully Qualified
🌿	Herb	Animals & Nature	Plant Other	1F33F	E0.6	Fully Qualified
☘️	Shamrock	Animals & Nature	Plant Other	2618 FE0F	E1.0	Fully Qualified
☘	Shamrock	Animals & Nature	Plant Other	2618	E1.0	Unqualified
🍀	Four leaf clover	Animals & Nature	Plant Other	1F340	E0.6	Fully Qualified
🍁	Maple leaf	Animals & Nature	Plant Other	1F341	E0.6	Fully Qualified
🍂	Fallen leaf	Animals & Nature	Plant Other	1F342	E0.6	Fully Qualified
🍃	Leaf fluttering in wind	Animals & Nature	Plant Other	1F343	E0.6	Fully Qualified
🪹	Empty nest	Animals & Nature	Plant Other	1FAB9	E14.0	Fully Qualified
🪺	Nest with eggs	Animals & Nature	Plant Other	1FABA	E14.0	Fully Qualified
🍄	Mushroom	Animals & Nature	Plant Other	1F344	E0.6	Fully Qualified
🍇	Grapes	Food & Drink	Food Fruit	1F347	E0.6	Fully Qualified
🍈	Melon	Food & Drink	Food Fruit	1F348	E0.6	Fully Qualified
🍉	Watermelon	Food & Drink	Food Fruit	1F349	E0.6	Fully Qualified
🍊	Tangerine	Food & Drink	Food Fruit	1F34A	E0.6	Fully Qualified
🍋	Lemon	Food & Drink	Food Fruit	1F34B	E1.0	Fully Qualified
🍋‍🟩	Lime	Food & Drink	Food Fruit	1F34B 200D 1F7E9	E15.1	Fully Qualified
🍌	Banana	Food & Drink	Food Fruit	1F34C	E0.6	Fully Qualified
🍍	Pineapple	Food & Drink	Food Fruit	1F34D	E0.6	Fully Qualified
🥭	Mango	Food & Drink	Food Fruit	1F96D	E11.0	Fully Qualified
🍎	Red apple	Food & Drink	Food Fruit	1F34E	E0.6	Fully Qualified
🍏	Green apple	Food & Drink	Food Fruit	1F34F	E0.6	Fully Qualified
🍐	Pear	Food & Drink	Food Fruit	1F350	E1.0	Fully Qualified
🍑	Peach	Food & Drink	Food Fruit	1F351	E0.6	Fully Qualified
🍒	Cherries	Food & Drink	Food Fruit	1F352	E0.6	Fully Qualified
🍓	Strawberry	Food & Drink	Food Fruit	1F353	E0.6	Fully Qualified
🫐	Blueberries	Food & Drink	Food Fruit	1FAD0	E13.0	Fully Qualified
🥝	Kiwi fruit	Food & Drink	Food Fruit	1F95D	E3.0	Fully Qualified
🍅	Tomato	Food & Drink	Food Fruit	1F345	E0.6	Fully Qualified
🫒	Olive	Food & Drink	Food Fruit	1FAD2	E13.0	Fully Qualified
🥥	Coconut	Food & Drink	Food Fruit	1F965	E5.0	Fully Qualified
🥑	Avocado	Food & Drink	Food Vegetable	1F951	E3.0	Fully Qualified
🍆	Eggplant	Food & Drink	Food Vegetable	1F346	E0.6	Fully Qualified
🥔	Potato	Food & Drink	Food Vegetable	1F954	E3.0	Fully Qualified
🥕	Carrot	Food & Drink	Food Vegetable	1F955	E3.0	Fully Qualified
🌽	Ear of corn	Food & Drink	Food Vegetable	1F33D	E0.6	Fully Qualified
🌶️	Hot pepper	Food & Drink	Food Vegetable	1F336 FE0F	E0.7	Fully Qualified
🌶	Hot pepper	Food & Drink	Food Vegetable	1F336	E0.7	Unqualified
🫑	Bell pepper	Food & Drink	Food Vegetable	1FAD1	E13.0	Fully Qualified
🥒	Cucumber	Food & Drink	Food Vegetable	1F952	E3.0	Fully Qualified
🥬	Leafy green	Food & Drink	Food Vegetable	1F96C	E11.0	Fully Qualified
🥦	Broccoli	Food & Drink	Food Vegetable	1F966	E5.0	Fully Qualified
🧄	Garlic	Food & Drink	Food Vegetable	1F9C4	E12.0	Fully Qualified
🧅	Onion	Food & Drink	Food Vegetable	1F9C5	E12.0	Fully Qualified
🥜	Peanuts	Food & Drink	Food Vegetable	1F95C	E3.0	Fully Qualified
🫘	Beans	Food & Drink	Food Vegetable	1FAD8	E14.0	Fully Qualified
🌰	Chestnut	Food & Drink	Food Vegetable	1F330	E0.6	Fully Qualified
🫚	Ginger root	Food & Drink	Food Vegetable	1FADA	E15.0	Fully Qualified
🫛	Pea pod	Food & Drink	Food Vegetable	1FADB	E15.0	Fully Qualified
🍄‍🟫	Brown mushroom	Food & Drink	Food Vegetable	1F344 200D 1F7EB	E15.1	Fully Qualified
🍞	Bread	Food & Drink	Food Prepared	1F35E	E0.6	Fully Qualified
🥐	Croissant	Food & Drink	Food Prepared	1F950	E3.0	Fully Qualified
🥖	Baguette bread	Food & Drink	Food Prepared	1F956	E3.0	Fully Qualified
🫓	Flatbread	Food & Drink	Food Prepared	1FAD3	E13.0	Fully Qualified
🥨	Pretzel	Food & Drink	Food Prepared	1F968	E5.0	Fully Qualified
🥯	Bagel	Food & Drink	Food Prepared	1F96F	E11.0	Fully Qualified
🥞	Pancakes	Food & Drink	Food Prepared	1F95E	E3.0	Fully Qualified
🧇	Waffle	Food & Drink	Food Prepared	1F9C7	E12.0	Fully Qualified
🧀	Cheese wedge	Food & Drink	Food Prepared	1F9C0	E1.0	Fully Qualified
🍖	Meat on bone	Food & Drink	Food Prepared	1F356	E0.6	Fully Qualified
🍗	Poultry leg	Food & Drink	Food Prepared	1F357	E0.6	Fully Qualified
🥩	Cut of meat	Food & Drink	Food Prepared	1F969	E5.0	Fully Qualified
🥓	Bacon	Food & Drink	Food Prepared	1F953	E3.0	Fully Qualified
🍔	Hamburger	Food & Drink	Food Prepared	1F354	E0.6	Fully Qualified
🍟	French fries	Food & Drink	Food Prepared	1F35F	E0.6	Fully Qualified
🍕	Pizza	Food & Drink	Food Prepared	1F355	E0.6	Fully Qualified
🌭	Hot dog	Food & Drink	Food Prepared	1F32D	E1.0	Fully Qualified
🥪	Sandwich	Food & Drink	Food Prepared	1F96A	E5.0	Fully Qualified
🌮	Taco	Food & Drink	Food Prepared	1F32E	E1.0	Fully Qualified
🌯	Burrito	Food & Drink	Food Prepared	1F32F	E1.0	Fully Qualified
🫔	Tamale	Food & Drink	Food Prepared	1FAD4	E13.0	Fully Qualified
🥙	Stuffed flatbread	Food & Drink	Food Prepared	1F959	E3.0	Fully Qualified
🧆	Falafel	Food & Drink	Food Prepared	1F9C6	E12.0	Fully Qualified
🥚	Egg	Food & Drink	Food Prepared	1F95A	E3.0	Fully Qualified
🍳	Cooking	Food & Drink	Food Prepared	1F373	E0.6	Fully Qualified
🥘	Shallow pan of food	Food & Drink	Food Prepared	1F958	E3.0	Fully Qualified
🍲	Pot of food	Food & Drink	Food Prepared	1F372	E0.6	Fully Qualified
🫕	Fondue	Food & Drink	Food Prepared	1FAD5	E13.0	Fully Qualified
🥣	Bowl with spoon	Food & Drink	Food Prepared	1F963	E5.0	Fully Qualified
🥗	Green salad	Food & Drink	Food Prepared	1F957	E3.0	Fully Qualified
🍿	Popcorn	Food & Drink	Food Prepared	1F37F	E1.0	Fully Qualified
🧈	Butter	Food & Drink	Food Prepared	1F9C8	E12.0	Fully Qualified
🧂	Salt	Food & Drink	Food Prepared	1F9C2	E11.0	Fully Qualified
🥫	Canned food	Food & Drink	Food Prepared	1F96B	E5.0	Fully Qualified
🍱	Bento box	Food & Drink	Food Asian	1F371	E0.6	Fully Qualified
🍘	Rice cracker	Food & Drink	Food Asian	1F358	E0.6	Fully Qualified
🍙	Rice ball	Food & Drink	Food Asian	1F359	E0.6	Fully Qualified
🍚	Cooked rice	Food & Drink	Food Asian	1F35A	E0.6	Fully Qualified
🍛	Curry rice	Food & Drink	Food Asian	1F35B	E0.6	Fully Qualified
🍜	Steaming bowl	Food & Drink	Food Asian	1F35C	E0.6	Fully Qualified
🍝	Spaghetti	Food & Drink	Food Asian	1F35D	E0.6	Fully Qualified
🍠	Roasted sweet potato	Food & Drink	Food Asian	1F360	E0.6	Fully Qualified
🍢	Oden	Food & Drink	Food Asian	1F362	E0.6	Fully Qualified
🍣	Sushi	Food & Drink	Food Asian	1F363	E0.6	Fully Qualified
🍤	Fried shrimp	Food & Drink	Food Asian	1F364	E0.6	Fully Qualified
🍥	Fish cake with swirl	Food & Drink	Food Asian	1F365	E0.6	Fully Qualified
🥮	Moon cake	Food & Drink	Food Asian	1F96E	E11.0	Fully Qualified
🍡	Dango	Food & Drink	Food Asian	1F361	E0.6	Fully Qualified
🥟	Dumpling	Food & Drink	Food Asian	1F95F	E5.0	Fully Qualified
🥠	Fortune cookie	Food & Drink	Food Asian	1F960	E5.0	Fully Qualified
🥡	Takeout box	Food & Drink	Food Asian	1F961	E5.0	Fully Qualified
🦀	Crab	Food & Drink	Food Marine	1F980	E1.0	Fully Qualified
🦞	Lobster	Food & Drink	Food Marine	1F99E	E11.0	Fully Qualified
🦐	Shrimp	Food & Drink	Food Marine	1F990	E3.0	Fully Qualified
🦑	Squid	Food & Drink	Food Marine	1F991	E3.0	Fully Qualified
🦪	Oyster	Food & Drink	Food Marine	1F9AA	E12.0	Fully Qualified
🍦	Soft ice cream	Food & Drink	Food Sweet	1F366	E0.6	Fully Qualified
🍧	Shaved ice	Food & Drink	Food Sweet	1F367	E0.6	Fully Qualified
🍨	Ice cream	Food & Drink	Food Sweet	1F368	E0.6	Fully Qualified
🍩	Doughnut	Food & Drink	Food Sweet	1F369	E0.6	Fully Qualified
🍪	Cookie	Food & Drink	Food Sweet	1F36A	E0.6	Fully Qualified
🎂	Birthday cake	Food & Drink	Food Sweet	1F382	E0.6	Fully Qualified
🍰	Shortcake	Food & Drink	Food Sweet	1F370	E0.6	Fully Qualified
🧁	Cupcake	Food & Drink	Food Sweet	1F9C1	E11.0	Fully Qualified
🥧	Pie	Food & Drink	Food Sweet	1F967	E5.0	Fully Qualified
🍫	Chocolate bar	Food & Drink	Food Sweet	1F36B	E0.6	Fully Qualified
🍬	Candy	Food & Drink	Food Sweet	1F36C	E0.6	Fully Qualified
🍭	Lollipop	Food & Drink	Food Sweet	1F36D	E0.6	Fully Qualified
🍮	Custard	Food & Drink	Food Sweet	1F36E	E0.6	Fully Qualified
🍯	Honey pot	Food & Drink	Food Sweet	1F36F	E0.6	Fully Qualified
🍼	Baby bottle	Food & Drink	Drink	1F37C	E1.0	Fully Qualified
🥛	Glass of milk	Food & Drink	Drink	1F95B	E3.0	Fully Qualified
☕	Hot beverage	Food & Drink	Drink	2615	E0.6	Fully Qualified
🫖	Teapot	Food & Drink	Drink	1FAD6	E13.0	Fully Qualified
🍵	Teacup without handle	Food & Drink	Drink	1F375	E0.6	Fully Qualified
🍶	Sake	Food & Drink	Drink	1F376	E0.6	Fully Qualified
🍾	Bottle with popping cork	Food & Drink	Drink	1F37E	E1.0	Fully Qualified
🍷	Wine glass	Food & Drink	Drink	1F377	E0.6	Fully Qualified
🍸	Cocktail glass	Food & Drink	Drink	1F378	E0.6	Fully Qualified
🍹	Tropical drink	Food & Drink	Drink	1F379	E0.6	Fully Qualified
🍺	Beer mug	Food & Drink	Drink	1F37A	E0.6	Fully Qualified
🍻	Clinking beer mugs	Food & Drink	Drink	1F37B	E0.6	Fully Qualified
🥂	Clinking glasses	Food & Drink	Drink	1F942	E3.0	Fully Qualified
🥃	Tumbler glass	Food & Drink	Drink	1F943	E3.0	Fully Qualified
🫗	Pouring liquid	Food & Drink	Drink	1FAD7	E14.0	Fully Qualified
🥤	Cup with straw	Food & Drink	Drink	1F964	E5.0	Fully Qualified
🧋	Bubble tea	Food & Drink	Drink	1F9CB	E13.0	Fully Qualified
🧃	Beverage box	Food & Drink	Drink	1F9C3	E12.0	Fully Qualified
🧉	Mate	Food & Drink	Drink	1F9C9	E12.0	Fully Qualified
🧊	Ice	Food & Drink	Drink	1F9CA	E12.0	Fully Qualified
🥢	Chopsticks	Food & Drink	Dishware	1F962	E5.0	Fully Qualified
🍽️	Fork and knife with plate	Food & Drink	Dishware	1F37D FE0F	E0.7	Fully Qualified
🍽	Fork and knife with plate	Food & Drink	Dishware	1F37D	E0.7	Unqualified
🍴	Fork and knife	Food & Drink	Dishware	1F374	E0.6	Fully Qualified
🥄	Spoon	Food & Drink	Dishware	1F944	E3.0	Fully Qualified
🔪	Kitchen knife	Food & Drink	Dishware	1F52A	E0.6	Fully Qualified
🫙	Jar	Food & Drink	Dishware	1FAD9	E14.0	Fully Qualified
🏺	Amphora	Food & Drink	Dishware	1F3FA	E1.0	Fully Qualified
🌍	Globe showing Europe-Africa	Travel & Places	Place Map	1F30D	E0.7	Fully Qualified
🌎	Globe showing Americas	Travel & Places	Place Map	1F30E	E0.7	Fully Qualified
🌏	Globe showing Asia-Australia	Travel & Places	Place Map	1F30F	E0.6	Fully Qualified
🌐	Globe with meridians	Travel & Places	Place Map	1F310	E1.0	Fully Qualified
🗺️	World map	Travel & Places	Place Map	1F5FA FE0F	E0.7	Fully Qualified
🗺	World map	Travel & Places	Place Map	1F5FA	E0.7	Unqualified
🗾	Map of Japan	Travel & Places	Place Map	1F5FE	E0.6	Fully Qualified
🧭	Compass	Travel & Places	Place Map	1F9ED	E11.0	Fully Qualified
🏔️	Snow-capped mountain	Travel & Places	Place Geographic	1F3D4 FE0F	E0.7	Fully Qualified
🏔	Snow-capped mountain	Travel & Places	Place Geographic	1F3D4	E0.7	Unqualified
⛰️	Mountain	Travel & Places	Place Geographic	26F0 FE0F	E0.7	Fully Qualified
⛰	Mountain	Travel & Places	Place Geographic	26F0	E0.7	Unqualified
🌋	Volcano	Travel & Places	Place Geographic	1F30B	E0.6	Fully Qualified
🗻	Mount fuji	Travel & Places	Place Geographic	1F5FB	E0.6	Fully Qualified
🏕️	Camping	Travel & Places	Place Geographic	1F3D5 FE0F	E0.7	Fully Qualified
🏕	Camping	Travel & Places	Place Geographic	1F3D5	E0.7	Unqualified
🏖️	Beach with umbrella	Travel & Places	Place Geographic	1F3D6 FE0F	E0.7	Fully Qualified
🏖	Beach with umbrella	Travel & Places	Place Geographic	1F3D6	E0.7	Unqualified
🏜️	Desert	Travel & Places	Place Geographic	1F3DC FE0F	E0.7	Fully Qualified
🏜	Desert	Travel & Places	Place Geographic	1F3DC	E0.7	Unqualified
🏝️	Desert island	Travel & Places	Place Geographic	1F3DD FE0F	E0.7	Fully Qualified
🏝	Desert island	Travel & Places	Place Geographic	1F3DD	E0.7	Unqualified
🏞️	National park	Travel & Places	Place Geographic	1F3DE FE0F	E0.7	Fully Qualified
🏞	National park	Travel & Places	Place Geographic	1F3DE	E0.7	Unqualified
🏟️	Stadium	Travel & Places	Place Building	1F3DF FE0F	E0.7	Fully Qualified
🏟	Stadium	Travel & Places	Place Building	1F3DF	E0.7	Unqualified
🏛️	Classical building	Travel & Places	Place Building	1F3DB FE0F	E0.7	Fully Qualified
🏛	Classical building	Travel & Places	Place Building	1F3DB	E0.7	Unqualified
🏗️	Building construction	Travel & Places	Place Building	1F3D7 FE0F	E0.7	Fully Qualified
🏗	Building construction	Travel & Places	Place Building	1F3D7	E0.7	Unqualified
🧱	Brick	Travel & Places	Place Building	1F9F1	E11.0	Fully Qualified
🪨	Rock	Travel & Places	Place Building	1FAA8	E13.0	Fully Qualified
🪵	Wood	Travel & Places	Place Building	1FAB5	E13.0	Fully Qualified
🛖	Hut	Travel & Places	Place Building	1F6D6	E13.0	Fully Qualified
🏘️	Houses	Travel & Places	Place Building	1F3D8 FE0F	E0.7	Fully Qualified
🏘	Houses	Travel & Places	Place Building	1F3D8	E0.7	Unqualified
🏚️	Derelict house	Travel & Places	Place Building	1F3DA FE0F	E0.7	Fully Qualified
🏚	Derelict house	Travel & Places	Place Building	1F3DA	E0.7	Unqualified
🏠	House	Travel & Places	Place Building	1F3E0	E0.6	Fully Qualified
🏡	House with garden	Travel & Places	Place Building	1F3E1	E0.6	Fully Qualified
🏢	Office building	Travel & Places	Place Building	1F3E2	E0.6	Fully Qualified
🏣	Japanese post office	Travel & Places	Place Building	1F3E3	E0.6	Fully Qualified
🏤	Post office	Travel & Places	Place Building	1F3E4	E1.0	Fully Qualified
🏥	Hospital	Travel & Places	Place Building	1F3E5	E0.6	Fully Qualified
🏦	Bank	Travel & Places	Place Building	1F3E6	E0.6	Fully Qualified
🏨	Hotel	Travel & Places	Place Building	1F3E8	E0.6	Fully Qualified
🏩	Love hotel	Travel & Places	Place Building	1F3E9	E0.6	Fully Qualified
🏪	Convenience store	Travel & Places	Place Building	1F3EA	E0.6	Fully Qualified
🏫	School	Travel & Places	Place Building	1F3EB	E0.6	Fully Qualified
🏬	Department store	Travel & Places	Place Building	1F3EC	E0.6	Fully Qualified
🏭	Factory	Travel & Places	Place Building	1F3ED	E0.6	Fully Qualified
🏯	Japanese castle	Travel & Places	Place Building	1F3EF	E0.6	Fully Qualified
🏰	Castle	Travel & Places	Place Building	1F3F0	E0.6	Fully Qualified
💒	Wedding	Travel & Places	Place Building	1F492	E0.6	Fully Qualified
🗼	Tokyo tower	Travel & Places	Place Building	1F5FC	E0.6	Fully Qualified
🗽	Statue of Liberty	Travel & Places	Place Building	1F5FD	E0.6	Fully Qualified
⛪	Church	Travel & Places	Place Religious	26EA	E0.6	Fully Qualified
🕌	Mosque	Travel & Places	Place Religious	1F54C	E1.0	Fully Qualified
🛕	Hindu temple	Travel & Places	Place Religious	1F6D5	E12.0	Fully Qualified
🕍	Synagogue	Travel & Places	Place Religious	1F54D	E1.0	Fully Qualified
⛩️	Shinto shrine	Travel & Places	Place Religious	26E9 FE0F	E0.7	Fully Qualified
⛩	Shinto shrine	Travel & Places	Place Religious	26E9	E0.7	Unqualified
🕋	Kaaba	Travel & Places	Place Religious	1F54B	E1.0	Fully Qualified
⛲	Fountain	Travel & Places	Place Other	26F2	E0.6	Fully Qualified
⛺	Tent	Travel & Places	Place Other	26FA	E0.6	Fully Qualified
🌁	Foggy	Travel & Places	Place Other	1F301	E0.6	Fully Qualified
🌃	Night with stars	Travel & Places	Place Other	1F303	E0.6	Fully Qualified
🏙️	Cityscape	Travel & Places	Place Other	1F3D9 FE0F	E0.7	Fully Qualified
🏙	Cityscape	Travel & Places	Place Other	1F3D9	E0.7	Unqualified
🌄	Sunrise over mountains	Travel & Places	Place Other	1F304	E0.6	Fully Qualified
🌅	Sunrise	Travel & Places	Place Other	1F305	E0.6	Fully Qualified
🌆	Cityscape at dusk	Travel & Places	Place Other	1F306	E0.6	Fully Qualified
🌇	Sunset	Travel & Places	Place Other	1F307	E0.6	Fully Qualified
🌉	Bridge at night	Travel & Places	Place Other	1F309	E0.6	Fully Qualified
♨️	Hot springs	Travel & Places	Place Other	2668 FE0F	E0.6	Fully Qualified
♨	Hot springs	Travel & Places	Place Other	2668	E0.6	Unqualified
🎠	Carousel horse	Travel & Places	Place Other	1F3A0	E0.6	Fully Qualified
🛝	Playground slide	Travel & Places	Place Other	1F6DD	E14.0	Fully Qualified
🎡	Ferris wheel	Travel & Places	Place Other	1F3A1	E0.6	Fully Qualified
🎢	Roller coaster	Travel & Places	Place Other	1F3A2	E0.6	Fully Qualified
💈	Barber pole	Travel & Places	Place Other	1F488	E0.6	Fully Qualified
🎪	Circus tent	Travel & Places	Place Other	1F3AA	E0.6	Fully Qualified
🚂	Locomotive	Travel & Places	Transport Ground	1F682	E1.0	Fully Qualified
🚃	Railway car	Travel & Places	Transport Ground	1F683	E0.6	Fully Qualified
🚄	High-speed train	Travel & Places	Transport Ground	1F684	E0.6	Fully Qualified
🚅	Bullet train	Travel & Places	Transport Ground	1F685	E0.6	Fully Qualified
🚆	Train	Travel & Places	Transport Ground	1F686	E1.0	Fully Qualified
🚇	Metro	Travel & Places	Transport Ground	1F687	E0.6	Fully Qualified
🚈	Light rail	Travel & Places	Transport Ground	1F688	E1.0	Fully Qualified
🚉	Station	Travel & Places	Transport Ground	1F689	E0.6	Fully Qualified
🚊	Tram	Travel & Places	Transport Ground	1F68A	E1.0	Fully Qualified
🚝	Monorail	Travel & Places	Transport Ground	1F69D	E1.0	Fully Qualified
🚞	Mountain railway	Travel & Places	Transport Ground	1F69E	E1.0	Fully Qualified
🚋	Tram car	Travel & Places	Transport Ground	1F68B	E1.0	Fully Qualified
🚌	Bus	Travel & Places	Transport Ground	1F68C	E0.6	Fully Qualified
🚍	Oncoming bus	Travel & Places	Transport Ground	1F68D	E0.7	Fully Qualified
🚎	Trolleybus	Travel & Places	Transport Ground	1F68E	E1.0	Fully Qualified
🚐	Minibus	Travel & Places	Transport Ground	1F690	E1.0	Fully Qualified
🚑	Ambulance	Travel & Places	Transport Ground	1F691	E0.6	Fully Qualified
🚒	Fire engine	Travel & Places	Transport Ground	1F692	E0.6	Fully Qualified
🚓	Police car	Travel & Places	Transport Ground	1F693	E0.6	Fully Qualified
🚔	Oncoming police car	Travel & Places	Transport Ground	1F694	E0.7	Fully Qualified
🚕	Taxi	Travel & Places	Transport Ground	1F695	E0.6	Fully Qualified
🚖	Oncoming taxi	Travel & Places	Transport Ground	1F696	E1.0	Fully Qualified
🚗	Automobile	Travel & Places	Transport Ground	1F697	E0.6	Fully Qualified
🚘	Oncoming automobile	Travel & Places	Transport Ground	1F698	E0.7	Fully Qualified
🚙	Sport utility vehicle	Travel & Places	Transport Ground	1F699	E0.6	Fully Qualified
🛻	Pickup truck	Travel & Places	Transport Ground	1F6FB	E13.0	Fully Qualified
🚚	Delivery truck	Travel & Places	Transport Ground	1F69A	E0.6	Fully Qualified
🚛	Articulated lorry	Travel & Places	Transport Ground	1F69B	E1.0	Fully Qualified
🚜	Tractor	Travel & Places	Transport Ground	1F69C	E1.0	Fully Qualified
🏎️	Racing car	Travel & Places	Transport Ground	1F3CE FE0F	E0.7	Fully Qualified
🏎	Racing car	Travel & Places	Transport Ground	1F3CE	E0.7	Unqualified
🏍️	Motorcycle	Travel & Places	Transport Ground	1F3CD FE0F	E0.7	Fully Qualified
🏍	Motorcycle	Travel & Places	Transport Ground	1F3CD	E0.7	Unqualified
🛵	Motor scooter	Travel & Places	Transport Ground	1F6F5	E3.0	Fully Qualified
🦽	Manual wheelchair	Travel & Places	Transport Ground	1F9BD	E12.0	Fully Qualified
🦼	Motorized wheelchair	Travel & Places	Transport Ground	1F9BC	E12.0	Fully Qualified
🛺	Auto rickshaw	Travel & Places	Transport Ground	1F6FA	E12.0	Fully Qualified
🚲	Bicycle	Travel & Places	Transport Ground	1F6B2	E0.6	Fully Qualified
🛴	Kick scooter	Travel & Places	Transport Ground	1F6F4	E3.0	Fully Qualified
